1,1.7321428571428572
2,1.7320508100147276
3,1.7320508075688772
4,1.7320508075688774
5,1.7320508075688772
6,1.7320508075688774
7,1.7320508075688772
8,1.7320508075688774
9,1.7320508075688772
10,1.7320508075688774
11,1.7320508075688772
12,1.7320508075688774
13,1.7320508075688772
14,1.7320508075688774
15,1.7320508075688772
16,1.7320508075688774
17,1.7320508075688772
18,1.7320508075688774
19,1.7320508075688772
20,1.7320508075688774
21,1.7320508075688772
22,1.7320508075688774
23,1.7320508075688772
24,1.7320508075688774
25,1.7320508075688772
26,1.7320508075688774
27,1.7320508075688772
28,1.7320508075688774
29,1.7320508075688772
30,1.7320508075688774
31,1.7320508075688772
32,1.7320508075688774
33,1.7320508075688772
34,1.7320508075688774
35,1.7320508075688772
36,1.7320508075688774
37,1.7320508075688772
38,1.7320508075688774
39,1.7320508075688772
40,1.7320508075688774
41,1.7320508075688772
42,1.7320508075688774
43,1.7320508075688772
44,1.7320508075688774
45,1.7320508075688772
46,1.7320508075688774
47,1.7320508075688772
48,1.7320508075688774
49,1.7320508075688772
50,1.7320508075688774
