1,1.5
2,1.75
3,1.625
4,1.6875
5,1.71875
6,1.734375
7,1.7265625
8,1.73046875
9,1.732421875
10,1.7314453125
11,1.73193359375
12,1.732177734375
13,1.7320556640625
14,1.73199462890625
15,1.732025146484375
16,1.7320404052734375
17,1.7320480346679688
18,1.7320518493652344
19,1.7320499420166016
20,1.732050895690918
21,1.7320504188537598
22,1.7320506572723389
23,1.7320507764816284
24,1.7320508360862732
25,1.7320508062839508
26,1.732050821185112
27,1.7320508137345314
28,1.732050810009241
29,1.732050808146596
30,1.7320508072152734
31,1.7320508076809347
32,1.732050807448104
33,1.7320508075645193
34,1.732050807622727
35,1.7320508075936232
36,1.7320508075790713
37,1.7320508075717953
38,1.7320508075681573
39,1.7320508075699763
40,1.7320508075690668
41,1.732050807568612
42,1.7320508075688394
43,1.7320508075689531
44,1.7320508075688963
45,1.7320508075688679
46,1.732050807568882
47,1.732050807568875
48,1.7320508075688785
49,1.7320508075688767
50,1.7320508075688776
